,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount
861,El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19.0,TREAS,559623.0
862,El Salvador,2010,obesitya,Obesity prevalence among adults (%),-19.0,USAID,36438375.0
863,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,AGR,27311.0
864,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,DOE,271806.0
865,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,DOL,11832919.0
866,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,HHS,114779.0
867,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,IAF,1433647.0
868,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,MCC,24753085.0
869,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,PC,3067365.0
870,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,STATE,11742975.0
871,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,TREAS,559623.0
872,El Salvador,2010,u5mr,Under-five mortality rate,-1.9,USAID,36438375.0
873,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,299555.0
874,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,112529.0
875,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,1173294.0
876,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,18414962.0
877,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,3030538.0
878,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,10273866.0
879,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,394677.0
880,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,369339.0
881,El Salvador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,71669674.0
882,El Salvador,2011,life_ex,Life Expectancy,74.5,DOE,299555.0
883,El Salvador,2011,life_ex,Life Expectancy,74.5,HHS,112529.0
884,El Salvador,2011,life_ex,Life Expectancy,74.5,IAF,1173294.0
885,El Salvador,2011,life_ex,Life Expectancy,74.5,MCC,18414962.0
886,El Salvador,2011,life_ex,Life Expectancy,74.5,PC,3030538.0
887,El Salvador,2011,life_ex,Life Expectancy,74.5,STATE,10273866.0
888,El Salvador,2011,life_ex,Life Expectancy,74.5,TDA,394677.0
889,El Salvador,2011,life_ex,Life Expectancy,74.5,TREAS,369339.0
890,El Salvador,2011,life_ex,Life Expectancy,74.5,USAID,71669674.0
891,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,DOE,299555.0
892,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,HHS,112529.0
893,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,IAF,1173294.0
894,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,MCC,18414962.0
895,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,PC,3030538.0
896,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,STATE,10273866.0
897,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,TDA,394677.0
898,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,TREAS,369339.0
899,El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19.0,USAID,71669674.0
900,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,DOE,299555.0
901,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,HHS,112529.0
902,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,IAF,1173294.0
903,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,MCC,18414962.0
904,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,PC,3030538.0
905,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,STATE,10273866.0
906,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,TDA,394677.0
907,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,TREAS,369339.0
908,El Salvador,2011,u5mr,Under-five mortality rate,-1.85,USAID,71669674.0
909,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,216220.0
910,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,4554253.0
911,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,EPA,56928.0
912,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,1366405.0
913,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,17900073.0
914,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,2181380.0
915,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,6647610.0
916,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,1578652.0
917,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,508667.0
918,El Salvador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,52296216.0
919,El Salvador,2012,life_ex,Life Expectancy,74.3,DOE,216220.0
920,El Salvador,2012,life_ex,Life Expectancy,74.3,DOL,4554253.0
921,El Salvador,2012,life_ex,Life Expectancy,74.3,EPA,56928.0
922,El Salvador,2012,life_ex,Life Expectancy,74.3,IAF,1366405.0
923,El Salvador,2012,life_ex,Life Expectancy,74.3,MCC,17900073.0
924,El Salvador,2012,life_ex,Life Expectancy,74.3,PC,2181380.0
925,El Salvador,2012,life_ex,Life Expectancy,74.3,STATE,6647610.0
926,El Salvador,2012,life_ex,Life Expectancy,74.3,TDA,1578652.0
927,El Salvador,2012,life_ex,Life Expectancy,74.3,TREAS,508667.0
928,El Salvador,2012,life_ex,Life Expectancy,74.3,USAID,52296216.0
929,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,DOE,216220.0
930,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,DOL,4554253.0
931,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,EPA,56928.0
932,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,IAF,1366405.0
933,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,MCC,17900073.0
934,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,PC,2181380.0
935,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,STATE,6647610.0
936,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,TDA,1578652.0
937,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,TREAS,508667.0
938,El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20.0,USAID,52296216.0
939,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,DOE,216220.0
940,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,DOL,4554253.0
941,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,EPA,56928.0
942,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,IAF,1366405.0
943,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,MCC,17900073.0
944,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,PC,2181380.0
945,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,STATE,6647610.0
946,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,TDA,1578652.0
947,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,TREAS,508667.0
948,El Salvador,2012,u5mr,Under-five mortality rate,-1.75,USAID,52296216.0
949,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,210508.0
950,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,1159927.0
951,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,7306579.0
952,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,2014955.0
953,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,233578.0
954,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,3354.0
955,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,878041.0
956,El Salvador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,69145126.0
957,El Salvador,2013,life_ex,Life Expectancy,73.5,DOE,210508.0
958,El Salvador,2013,life_ex,Life Expectancy,73.5,IAF,1159927.0
959,El Salvador,2013,life_ex,Life Expectancy,73.5,MCC,7306579.0
960,El Salvador,2013,life_ex,Life Expectancy,73.5,PC,2014955.0
961,El Salvador,2013,life_ex,Life Expectancy,73.5,STATE,233578.0
962,El Salvador,2013,life_ex,Life Expectancy,73.5,TDA,3354.0
963,El Salvador,2013,life_ex,Life Expectancy,73.5,TREAS,878041.0
964,El Salvador,2013,life_ex,Life Expectancy,73.5,USAID,69145126.0
965,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,DOE,210508.0
966,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,IAF,1159927.0
967,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,MCC,7306579.0
968,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,PC,2014955.0
969,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,STATE,233578.0
970,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,TDA,3354.0
971,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,TREAS,878041.0
972,El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,USAID,69145126.0
973,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,DOE,210508.0
974,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,IAF,1159927.0
975,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,MCC,7306579.0
976,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,PC,2014955.0
977,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,STATE,233578.0
978,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,TDA,3354.0
979,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,TREAS,878041.0
980,El Salvador,2013,u5mr,Under-five mortality rate,-1.65,USAID,69145126.0
981,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,149364.0
982,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,613893.0
983,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,1280157.0
984,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,13827103.0
985,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,2204639.0
986,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,59085.0
987,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,1463547.0
988,El Salvador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,73568071.0
989,El Salvador,2014,life_ex,Life Expectancy,73.4,AGR,149364.0
990,El Salvador,2014,life_ex,Life Expectancy,73.4,DOE,613893.0
991,El Salvador,2014,life_ex,Life Expectancy,73.4,IAF,1280157.0
992,El Salvador,2014,life_ex,Life Expectancy,73.4,MCC,13827103.0
993,El Salvador,2014,life_ex,Life Expectancy,73.4,PC,2204639.0
994,El Salvador,2014,life_ex,Life Expectancy,73.4,STATE,59085.0
995,El Salvador,2014,life_ex,Life Expectancy,73.4,TREAS,1463547.0
996,El Salvador,2014,life_ex,Life Expectancy,73.4,USAID,73568071.0
997,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,AGR,149364.0
998,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,DOE,613893.0
999,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,IAF,1280157.0
1000,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,MCC,13827103.0
1001,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,PC,2204639.0
1002,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,STATE,59085.0
1003,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,TREAS,1463547.0
1004,El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21.0,USAID,73568071.0
1005,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,AGR,149364.0
1006,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,DOE,613893.0
1007,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,IAF,1280157.0
1008,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,MCC,13827103.0
1009,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,PC,2204639.0
1010,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,STATE,59085.0
1011,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,TREAS,1463547.0
1012,El Salvador,2014,u5mr,Under-five mortality rate,-2.05,USAID,73568071.0
1013,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,AGR,149364.0
1014,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,DOE,613893.0
1015,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,IAF,1280157.0
1016,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,MCC,13827103.0
1017,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,PC,2204639.0
1018,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,STATE,59085.0
1019,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,TREAS,1463547.0
1020,El Salvador,2014,u5mr,Under-five mortality rate,-1.6,USAID,73568071.0
1021,El Salvador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,1002111.0
1022,El Salvador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,MCC,292061492.0
1023,El Salvador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,2424814.0
1024,El Salvador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,71638.0
1025,El Salvador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,TREAS,483431.0
1026,El Salvador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,55014474.0
1027,El Salvador,2015,life_ex,Life Expectancy,75.2,IAF,1002111.0
1028,El Salvador,2015,life_ex,Life Expectancy,75.2,MCC,292061492.0
1029,El Salvador,2015,life_ex,Life Expectancy,75.2,PC,2424814.0
1030,El Salvador,2015,life_ex,Life Expectancy,75.2,STATE,71638.0
1031,El Salvador,2015,life_ex,Life Expectancy,75.2,TREAS,483431.0
1032,El Salvador,2015,life_ex,Life Expectancy,75.2,USAID,55014474.0
1033,El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22.0,IAF,1002111.0
1034,El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22.0,MCC,292061492.0
1035,El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22.0,PC,2424814.0
1036,El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22.0,STATE,71638.0
1037,El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22.0,TREAS,483431.0
1038,El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22.0,USAID,55014474.0
1039,El Salvador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,IAF,1002111.0
1040,El Salvador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,MCC,292061492.0
1041,El Salvador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,PC,2424814.0
1042,El Salvador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,STATE,71638.0
1043,El Salvador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,TREAS,483431.0
1044,El Salvador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,USAID,55014474.0
1045,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,AGR,153525.0
1046,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,658835.0
1047,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,MCC,9871997.0
1048,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,1165056.0
1049,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,349982.0
1050,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,TREAS,628793.0
1051,El Salvador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,64570848.0
1052,El Salvador,2016,life_ex,Life Expectancy,75.4,AGR,153525.0
1053,El Salvador,2016,life_ex,Life Expectancy,75.4,IAF,658835.0
1054,El Salvador,2016,life_ex,Life Expectancy,75.4,MCC,9871997.0
1055,El Salvador,2016,life_ex,Life Expectancy,75.4,PC,1165056.0
1056,El Salvador,2016,life_ex,Life Expectancy,75.4,STATE,349982.0
1057,El Salvador,2016,life_ex,Life Expectancy,75.4,TREAS,628793.0
1058,El Salvador,2016,life_ex,Life Expectancy,75.4,USAID,64570848.0
1059,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,AGR,153525.0
1060,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,IAF,658835.0
1061,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,MCC,9871997.0
1062,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,PC,1165056.0
1063,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,STATE,349982.0
1064,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,TREAS,628793.0
1065,El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22.0,USAID,64570848.0
1066,El Salvador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,AGR,153525.0
1067,El Salvador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,IAF,658835.0
1068,El Salvador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,MCC,9871997.0
1069,El Salvador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,PC,1165056.0
1070,El Salvador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,STATE,349982.0
1071,El Salvador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,TREAS,628793.0
