setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount (Previous Year)
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,DOT,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,EPA,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,FTC,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,HHS,112529
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,IAF,1173294
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,LIC,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,MCC,18414962
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,NSF,0
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,PC,3030538
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,STATE,10273866
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,TDA,394677
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,TREAS,369339
El Salvador,2011,obesitya,Obesity prevalence among adults (%),-19,USAID,71669674
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,ADF,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,AGR,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,DFC,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,DOC,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,DOE,216220
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,DOL,4554253
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,DOT,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,EPA,56928
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,FTC,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,HHS,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,IAF,1366405
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,LIC,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,MCC,17900073
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,NSF,0
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,PC,2181380
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,STATE,6647610
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,TDA,1578652
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,TREAS,508667
El Salvador,2012,obesitya,Obesity prevalence among adults (%),-20,USAID,52296216
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,ADF,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,AGR,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,DFC,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,DOC,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,DOE,210508
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,DOL,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,DOT,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,EPA,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,FTC,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,HHS,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,IAF,1159927
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,LIC,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,MCC,7306579
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,NSF,0
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,PC,2014955
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,STATE,233578
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,TDA,3354
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,TREAS,878041
El Salvador,2013,obesitya,Obesity prevalence among adults (%),-20.5,USAID,69145126
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,ADF,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,AGR,149364
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,DFC,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,DOC,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,DOE,613893
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,DOL,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,DOT,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,EPA,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,FTC,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,HHS,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,IAF,1280157
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,LIC,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,MCC,13827103
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,NSF,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,PC,2204639
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,STATE,59085
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,TDA,0
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,TREAS,1463547
El Salvador,2014,obesitya,Obesity prevalence among adults (%),-21,USAID,73568071
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,ADF,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,AGR,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,DFC,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,DOC,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,DOE,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,DOL,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,DOT,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,EPA,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,FTC,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,HHS,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,IAF,1002111
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,LIC,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,MCC,292061492
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,NSF,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,PC,2424814
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,STATE,71638
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,TDA,0
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,TREAS,483431
El Salvador,2015,obesitya,Obesity prevalence among adults (%),-22,USAID,55014474
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,ADF,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,AGR,153525
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,DFC,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,DOC,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,DOE,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,DOL,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,DOT,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,EPA,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,FTC,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,HHS,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,IAF,658835
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,LIC,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,MCC,9871997
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,NSF,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,PC,1165056
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,STATE,349982
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,TDA,0
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,TREAS,628793
El Salvador,2016,obesitya,Obesity prevalence among adults (%),-22,USAID,64570848
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,ADF,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,AGR,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,DFC,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,DOC,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,DOE,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,DOL,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,DOT,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,EPA,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,FTC,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,HHS,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,IAF,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,LIC,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,MCC,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,NSF,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,PC,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,STATE,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,TDA,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,TREAS,0
El Salvador,2017,obesitya,Obesity prevalence among adults (%),-22,USAID,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,ADF,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,AGR,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,DFC,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,DOC,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,DOE,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,DOL,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,DOT,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,EPA,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,FTC,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,HHS,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,IAF,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,LIC,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,MCC,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,NSF,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,PC,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,STATE,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,TDA,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,TREAS,0
El Salvador,2018,obesitya,Obesity prevalence among adults (%),-22,USAID,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,ADF,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,AGR,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,DFC,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,DOC,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,DOE,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,DOL,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,DOT,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,EPA,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,FTC,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,HHS,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,IAF,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,LIC,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,MCC,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,NSF,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,PC,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,STATE,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,TDA,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,TREAS,0
El Salvador,2019,obesitya,Obesity prevalence among adults (%),-22,USAID,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,ADF,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,AGR,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,DFC,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,DOC,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,DOE,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,DOL,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,DOT,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,EPA,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,FTC,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,HHS,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,IAF,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,LIC,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,MCC,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,NSF,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,PC,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,STATE,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,TDA,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,TREAS,0
El Salvador,2020,obesitya,Obesity prevalence among adults (%),-22,USAID,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,ADF,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,AGR,13438420
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,DFC,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,DOC,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,DOE,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,DOL,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,DOT,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,EPA,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,FTC,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,HHS,620262
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,IAF,1401296
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,LIC,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,MCC,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,NSF,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,PC,3399035
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,STATE,68918
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,TDA,41351
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,TREAS,0
El Salvador,2003,u5mr,Under-five mortality rate,-2.8,USAID,101552234
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,ADF,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,AGR,16663384
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,DFC,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,DOC,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,DOE,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,DOL,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,DOT,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,EPA,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,FTC,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,HHS,605734
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,IAF,197019
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,LIC,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,MCC,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,NSF,0
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,PC,2904832
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,STATE,398473
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,TDA,975538
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,TREAS,201911
El Salvador,2004,u5mr,Under-five mortality rate,-2.65,USAID,62736945
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,ADF,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,AGR,5489943
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,DFC,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,DOC,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,DOE,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,DOL,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,DOT,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,EPA,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,FTC,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,HHS,522466
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,IAF,74934
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,LIC,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,MCC,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,NSF,0
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,PC,2676941
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,STATE,1299869
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,TDA,8816
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,TREAS,267764
El Salvador,2005,u5mr,Under-five mortality rate,-2.55,USAID,33423611
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,ADF,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,AGR,1102257
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,DFC,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,DOC,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,DOE,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,DOL,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,DOT,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,EPA,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,FTC,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,HHS,506265
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,IAF,1982720
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,LIC,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,MCC,2578745
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,NSF,0
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,PC,3209733
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,STATE,1601290
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,TDA,319987
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,TREAS,186443
El Salvador,2006,u5mr,Under-five mortality rate,-2.35,USAID,48501608
El Salvador,2007,u5mr,Under-five mortality rate,-2.25,ADF,0
El Salvador,2007,u5mr,Under-five mortality rate,-2.25,AGR,6604017
El Salvador,2007,u5mr,Under-five mortality rate,-2.25,DFC,0
El Salvador,2007,u5mr,Under-five mortality rate,-2.25,DOC,0
El Salvador,2007,u5mr,Under-five mortality rate,-2.25,DOE,0
El Salvador,2007,u5mr,Under-five mortality rate,-2.25,DOL,1232134
